month,state,permit,permit_recheck,handgun,long_gun,other,multiple,total_background_checks,private_sale_handgun,private_sale_long_gun,private_sale_other,total_private,returned_handgun,returned_long_gun,returned_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,total_returns
2017-12,Alabama,24496,0,12895,15765,390,513,54059,37,29,4,70,0,0,0,0,0,0,0
2017-12,Alaska,249,3,3675,3524,287,174,7912,16,27,4,47,36,30,0,0,0,0,66
2017-12,Arizona,6243,415,17566,12840,1414,784,39262,41,25,3,69,107,5,0,1,1,1,115
2017-12,Arkansas,3339,590,9189,13104,347,440,27009,23,32,4,59,0,0,0,0,0,0,0
2017-12,California,53885,0,47613,35240,4885,0,141623,0,0,0,0,0,0,0,0,0,0,0
2017-12,Colorado,8736,0,26649,21168,1736,1285,59574,0,0,0,0,183,42,1,0,0,0,226
2017-12,Connecticut,5424,325,6646,2630,430,0,15455,0,0,0,0,0,0,0,0,0,0,0
2017-12,Delaware,360,0,2295,2473,126,106,5360,78,35,1,114,22,0,0,1,0,0,23
2017-12,District of Columbia,139,0,60,5,0,0,204,0,0,0,0,0,0,0,0,0,0,0
2017-12,Florida,20978,0,68075,37127,4067,2495,132742,27,16,0,43,308,37,2,0,0,0,347
2017-12,Georgia,18503,0,21017,20162,677,736,61095,67,55,3,125,0,0,0,0,3,0,3
2017-12,Hawaii,1118,0,0,0,0,0,1118,0,0,0,0,0,1,0,0,0,0,1
2017-12,Idaho,4975,1,5911,7393,360,262,18902,11,11,1,23,23,16,2,0,1,0,42
2017-12,Illinois,18020,101712,27956,15126,0,942,163756,0,0,0,0,0,0,0,0,0,0,0
2017-12,Indiana,41805,0,26719,19906,1839,939,91208,56,30,6,92,6,0,0,2,2,1,11
2017-12,Iowa,10375,3805,231,4678,48,7,19144,2,5,0,7,23,3,1,0,0,0,27
2017-12,Kansas,1581,2,9164,10222,597,459,22025,14,16,2,32,15,4,1,2,0,0,22
2017-12,Kentucky,380648,0,16727,16102,502,654,414633,37,29,2,68,11,9,0,1,2,0,23
2017-12,Louisiana,1608,0,15819,20448,981,811,39667,33,43,2,78,0,0,0,1,1,0,2
2017-12,Maine,443,0,3873,4336,289,189,9130,14,6,0,20,9,8,0,0,1,0,18
2017-12,Maryland,2761,0,4611,8110,253,26,15761,0,26,2,28,45,29,0,1,0,2,77
2017-12,Massachusetts,7619,0,5954,3448,432,190,17643,88,65,11,164,0,0,0,2,2,0,4
2017-12,Michigan,17058,32,13425,13836,641,234,45226,21,15,1,37,74,10,0,1,0,0,85
2017-12,Minnesota,33548,0,5940,10334,596,238,50656,16,17,0,33,16,9,3,0,0,0,28
2017-12,Mississippi,1977,0,12946,16470,418,558,32369,33,33,1,67,0,0,0,1,0,0,1
2017-12,Missouri,841,0,28561,27288,2007,1273,59970,84,63,13,160,135,25,10,2,3,2,177
2017-12,Montana,1127,0,4154,6060,249,248,11838,7,13,2,22,11,3,1,3,0,0,18
2017-12,Nebraska,4660,203,197,3773,32,4,8869,0,4,0,4,7,3,0,0,0,0,10
2017-12,Nevada,1994,0,6236,4188,386,349,13153,0,0,0,0,1,0,0,0,0,0,1
2017-12,New Hampshire,2099,0,5977,3690,155,5,11926,0,6,0,6,69,5,0,0,0,0,74
2017-12,New Jersey,0,0,4039,5089,213,0,9341,0,0,0,0,0,0,0,0,0,0,0
2017-12,New Mexico,945,0,8205,7494,556,378,17578,16,15,1,32,45,0,0,0,0,0,45
2017-12,New York,2757,1222,10187,19662,1329,226,35383,429,300,20,749,26,50,0,12,8,0,96
2017-12,North Carolina,24036,0,2452,25060,1062,264,52874,12,70,11,93,0,0,0,0,2,0,2
2017-12,North Dakota,793,0,2019,3285,104,88,6289,8,52,1,61,0,0,0,0,0,2,2
2017-12,Ohio,10932,474,34374,27651,1773,1431,76635,50,36,3,89,41,1,0,2,1,2,47
2017-12,Oklahoma,0,0,17164,18071,1365,1168,37768,66,71,10,147,0,0,0,0,2,1,3
2017-12,Oregon,4602,10,18409,15342,0,1,38364,0,0,0,0,133,40,0,0,0,0,173
2017-12,Pennsylvania,29194,0,57826,19809,59,0,106888,0,0,0,0,497,141,1,0,0,0,639
2017-12,Rhode Island,0,0,1169,790,94,183,2236,15,4,0,19,0,0,9,1,1,0,11
2017-12,South Carolina,6004,427,14549,14083,900,528,36491,32,16,2,50,52,4,1,0,0,0,57
2017-12,South Dakota,818,0,3537,5348,230,230,10163,9,10,2,21,0,0,0,0,0,0,0
2017-12,Tennessee,19260,0,37860,28825,1984,0,87929,0,0,0,0,42,8,3,0,0,0,53
2017-12,Texas,24815,0,70767,66779,4312,3488,170161,127,131,14,272,37,7,1,0,2,2,49
2017-12,Utah,10954,24,6429,8577,398,0,26382,0,0,0,0,150,97,30,0,0,0,277
2017-12,Vermont,0,0,1722,1824,115,85,3746,5,4,0,9,0,0,0,0,0,0,0
2017-12,Virginia,727,1,31084,25165,3408,0,60385,0,0,0,0,11,2,0,0,0,0,13
2017-12,Washington,14326,56,21090,16101,2466,743,54782,909,700,50,1659,411,98,4,9,9,1,532
2017-12,West Virginia,2207,0,10383,11484,399,515,24988,41,33,2,76,4,0,1,0,0,0,5
2017-12,Wisconsin,15392,0,15745,14414,1051,38,46640,0,24,0,24,68,34,0,0,0,0,102
2017-12,Wyoming,435,9,2763,3104,165,120,6596,6,17,0,23,0,0,0,0,1,0,1
2017-11,Alabama,21670,400,9927,11675,292,483,44447,11,24,1,36,0,0,0,0,0,0,0
2017-11,Alaska,336,7,3132,3244,261,226,7206,9,23,2,34,19,13,0,0,0,0,32
2017-11,Arizona,5857,459,13763,10322,1092,851,32344,21,20,0,41,118,10,0,0,1,0,129
2017-11,Arkansas,2622,723,6981,11574,237,566,22703,15,23,2,40,0,0,0,1,3,0,4
2017-11,California,54897,0,44710,35910,4241,0,139758,0,0,0,0,0,0,0,0,0,0,0
2017-11,Colorado,6887,0,23682,17832,1483,1296,51180,0,0,0,0,248,45,0,0,0,0,293
2017-11,Connecticut,5096,415,5757,2708,358,0,14334,0,0,0,0,0,0,0,0,0,0,0
2017-11,Delaware,200,0,1802,2244,105,79,4430,48,31,2,81,1,0,0,0,1,0,2
2017-11,District of Columbia,289,0,71,3,0,0,363,0,0,0,0,2,0,0,0,0,0,2
2017-11,Florida,19099,0,61694,31631,3585,2622,118631,35,22,0,57,317,57,1,1,0,0,376
2017-11,Georgia,18672,0,16298,15244,495,807,51516,31,39,6,76,0,0,0,0,1,0,1
2017-11,Hawaii,1167,0,0,0,0,0,1167,0,0,0,0,1,3,0,0,0,0,4
2017-11,Idaho,3426,0,4603,6292,310,228,14859,9,11,1,21,44,7,0,1,1,0,53
2017-11,Illinois,19861,87346,26122,16102,0,1157,150588,0,0,0,0,0,0,0,0,0,0,0
2017-11,Indiana,28638,0,22558,20820,1772,941,74729,55,34,5,94,15,1,0,0,3,1,20
2017-11,Iowa,9062,2843,280,4847,50,6,17088,2,10,2,14,17,5,0,0,0,0,22
2017-11,Kansas,1757,4,7493,9095,474,437,19260,15,11,1,27,29,7,0,1,0,0,37
2017-11,Kentucky,373308,0,12568,13718,365,632,400591,26,40,4,70,4,3,0,1,0,0,8
2017-11,Louisiana,1748,0,13566,16288,780,736,33118,31,28,4,63,0,0,0,0,1,1,2
2017-11,Maine,554,0,3270,4056,220,180,8280,21,15,0,36,13,7,0,0,0,0,20
2017-11,Maryland,2684,0,4453,8436,254,41,15868,0,26,2,28,53,31,0,1,1,0,86
2017-11,Massachusetts,7323,0,5691,3782,439,158,17393,54,51,15,120,1,3,0,3,2,0,9
2017-11,Michigan,20375,46,14115,18434,549,249,53768,14,22,1,37,85,20,0,1,2,0,108
2017-11,Minnesota,29511,0,5407,11777,528,254,47477,14,20,0,34,14,8,1,0,0,1,24
2017-11,Mississippi,1794,0,9779,12312,322,535,24742,16,15,3,34,0,0,0,0,0,0,0
2017-11,Missouri,692,0,23099,26209,1428,1205,52633,85,85,13,183,144,26,17,1,5,0,193
2017-11,Montana,1040,0,3171,5243,186,225,9865,4,8,0,12,12,6,0,1,1,0,20
2017-11,Nebraska,4265,86,216,3612,18,8,8205,0,14,0,14,11,1,0,0,0,0,12
2017-11,Nevada,2145,0,5350,3425,318,377,11615,0,0,0,0,1,0,0,0,0,0,1
2017-11,New Hampshire,2387,0,5266,3743,132,8,11536,0,10,0,10,67,0,1,0,0,0,68
2017-11,New Jersey,0,0,3771,5459,203,0,9433,0,0,0,0,0,0,0,0,0,0,0
2017-11,New Mexico,1134,0,7206,5820,437,330,14927,10,10,0,20,69,0,0,0,0,0,69
2017-11,New York,2351,1644,9160,21742,1308,192,36397,322,341,20,683,28,42,0,13,15,0,98
2017-11,North Carolina,23962,0,2123,19943,860,270,47158,12,39,8,59,0,0,0,0,0,0,0
2017-11,North Dakota,558,0,1924,3382,136,108,6108,6,13,0,19,0,0,0,0,0,0,0
2017-11,Ohio,10890,192,30973,28808,1690,1536,74089,81,73,4,158,19,8,0,1,2,0,30
2017-11,Oklahoma,0,0,15302,15953,1223,1719,34197,73,48,10,131,0,0,0,2,5,0,7
2017-11,Oregon,4794,9,15988,13094,0,11,33896,0,0,0,0,135,68,0,0,0,0,203
2017-11,Pennsylvania,27003,0,54967,21597,44,0,103611,0,0,0,0,576,121,0,0,0,0,697
2017-11,Rhode Island,0,0,1082,742,142,170,2136,12,7,1,20,1,2,3,1,3,0,10
2017-11,South Carolina,8922,567,11512,10108,563,548,32220,21,19,0,40,73,4,2,2,1,0,82
2017-11,South Dakota,687,0,3049,5354,242,188,9520,6,11,1,18,0,0,0,0,0,0,0
2017-11,Tennessee,17602,0,31618,23889,1635,0,74744,0,0,0,0,46,8,2,0,0,0,56
2017-11,Texas,33293,0,59840,51536,3450,3575,151694,116,89,14,219,66,4,0,3,5,0,78
2017-11,Utah,11644,30,5158,6418,320,0,23570,0,0,0,0,131,39,24,0,0,0,194
2017-11,Vermont,0,0,1231,1839,100,59,3229,2,2,0,4,0,0,0,0,0,0,0
2017-11,Virginia,995,0,26229,22897,3007,0,53128,0,0,0,0,9,5,0,0,0,0,14
2017-11,Washington,12865,29,18326,14345,2281,714,48560,886,674,42,1602,461,118,4,8,14,2,607
2017-11,West Virginia,1927,0,7302,10878,302,446,20855,29,33,0,62,1,0,0,1,0,0,2
2017-11,Wisconsin,14647,0,14237,18174,823,63,47944,0,37,0,37,37,50,6,0,0,0,93
2017-11,Wyoming,280,14,2165,2545,148,134,5286,7,26,0,33,0,0,0,1,2,0,3
2017-10,Alabama,20017,252,6144,6999,308,337,34057,14,18,1,33,0,0,0,0,0,0,0
2017-10,Alaska,198,0,3153,3469,333,239,7392,33,38,2,73,33,23,0,0,0,0,56
2017-10,Arizona,6097,455,10614,8055,1100,689,27010,30,17,1,48,104,5,0,1,0,0,110
2017-10,Arkansas,3865,508,4873,7420,249,338,17253,25,20,0,45,0,0,0,1,1,0,2
2017-10,California,49259,0,39879,25749,3646,0,118533,0,0,0,0,0,0,0,0,0,0,0
2017-10,Colorado,4075,0,17238,15967,1428,1159,39867,0,0,0,0,243,51,2,0,0,0,296
2017-10,Connecticut,5093,453,5112,2233,310,0,13201,0,0,0,0,0,0,0,0,0,0,0
2017-10,Delaware,208,0,1602,1587,86,66,3549,50,17,1,68,0,0,0,0,0,0,0
2017-10,District of Columbia,145,0,68,2,0,2,217,0,0,0,0,0,0,0,0,0,0,0
2017-10,Florida,18090,0,49568,24580,3958,2089,98285,16,11,1,28,303,43,2,0,0,0,348
2017-10,Georgia,16145,0,12031,10482,483,538,39679,35,21,2,58,0,0,0,0,1,0,1
2017-10,Hawaii,1231,0,0,0,0,0,1231,0,0,0,0,1,3,0,0,0,0,4
2017-10,Idaho,4710,3,3310,5517,269,222,14031,9,17,3,29,25,15,1,0,0,0,41
2017-10,Illinois,17529,71869,20093,12503,0,804,122798,0,0,0,0,0,0,0,0,0,0,0
2017-10,Indiana,23109,0,15966,13202,1450,653,54380,52,28,3,83,18,0,0,3,2,0,23
2017-10,Iowa,8034,2506,126,3209,29,3,13907,0,9,0,9,21,8,0,0,0,0,29
2017-10,Kansas,2341,2,5003,5818,433,346,13943,14,10,1,25,17,5,0,1,0,0,23
2017-10,Kentucky,379403,0,8758,8739,371,496,397767,18,28,1,47,5,2,0,0,0,0,7
2017-10,Louisiana,1817,0,9552,12222,827,617,25035,23,40,4,67,0,0,0,4,2,1,7
2017-10,Maine,628,0,3076,5806,252,203,9965,13,6,0,19,15,16,0,0,1,0,32
2017-10,Maryland,2779,1,4332,5991,213,38,13354,0,38,3,41,57,12,0,1,5,0,75
2017-10,Massachusetts,8116,0,4950,3030,450,137,16683,59,52,23,134,4,1,0,3,0,0,8
2017-10,Michigan,20487,45,9807,12649,522,212,43722,18,34,0,52,149,19,1,0,0,0,169
2017-10,Minnesota,34015,0,4834,14555,516,277,54197,10,25,0,35,12,5,1,1,0,0,19
2017-10,Mississippi,1551,0,6690,7193,302,413,16149,14,18,3,35,0,0,0,0,1,0,1
2017-10,Missouri,748,0,17985,19508,1464,1118,40823,77,75,9,161,145,19,3,2,0,0,169
2017-10,Montana,1119,0,2578,5884,189,217,9987,8,26,1,35,10,5,0,0,2,0,17
2017-10,Nebraska,3768,68,118,2469,11,4,6438,0,5,0,5,9,1,4,0,0,0,14
2017-10,Nevada,1789,0,4361,2884,360,301,9695,0,0,0,0,0,0,0,0,0,0,0
2017-10,New Hampshire,2019,0,4425,3568,147,5,10164,0,16,0,16,89,5,4,0,0,0,98
2017-10,New Jersey,0,0,3798,3869,185,0,7852,0,0,0,0,0,0,0,0,0,0,0
2017-10,New Mexico,1025,0,5651,4928,465,301,12370,11,10,2,23,48,0,0,0,0,0,48
2017-10,New York,2877,1103,8501,17695,1320,206,31702,368,312,19,699,26,67,0,7,9,0,109
2017-10,North Carolina,22591,0,1501,13877,757,239,38965,8,32,4,44,0,0,0,0,1,0,1
2017-10,North Dakota,632,0,1367,3732,134,86,5951,6,13,2,21,0,0,0,0,0,0,0
2017-10,Ohio,10458,599,22833,18172,1593,1106,54761,48,46,5,99,26,8,0,0,0,1,35
2017-10,Oklahoma,0,0,9485,10552,1066,956,22059,67,55,3,125,0,0,0,0,0,1,1
2017-10,Oregon,4205,13,12356,11042,0,5,27621,0,0,0,0,111,54,0,0,0,0,165
2017-10,Pennsylvania,26555,0,43923,15604,67,0,86149,0,0,0,0,586,109,1,0,0,0,696
2017-10,Rhode Island,0,0,937,799,120,192,2048,16,9,1,26,7,4,7,3,3,0,24
2017-10,South Carolina,9780,1022,8269,7166,444,355,27036,15,12,0,27,69,7,3,2,1,0,82
2017-10,South Dakota,720,0,2098,5636,182,159,8795,12,16,0,28,0,0,0,0,1,0,1
2017-10,Tennessee,16465,0,21614,16131,1285,0,55495,0,0,0,0,31,5,0,0,0,0,36
2017-10,Texas,30780,0,41780,39297,3633,2530,118020,87,93,13,193,109,7,0,3,4,1,124
2017-10,Utah,11002,36,3075,4257,287,0,18657,0,0,0,0,147,52,41,0,0,0,240
2017-10,Vermont,0,0,1324,1935,109,86,3454,1,1,0,2,0,0,0,0,0,0,0
2017-10,Virginia,1006,0,20450,16169,2637,0,40262,0,0,0,0,24,7,0,0,0,0,31
2017-10,Washington,12602,47,14867,13022,2092,638,43268,834,703,55,1592,583,168,8,9,7,1,776
2017-10,West Virginia,2046,0,5527,7375,350,380,15678,22,29,1,52,3,0,0,0,2,0,5
2017-10,Wisconsin,14488,0,11834,15385,830,60,42597,0,17,0,17,40,24,2,0,0,0,66
2017-10,Wyoming,288,16,1321,2107,119,87,3938,4,11,0,15,0,0,0,0,1,0,1
2017-09,Alabama,16717,0,5734,6320,221,317,29309,9,16,3,28,0,0,0,0,0,3,3
2017-09,Alaska,209,2,2320,2930,219,160,5840,17,24,1,42,28,30,0,0,0,0,58
2017-09,Arizona,5069,382,11063,7946,920,631,26011,38,12,2,52,82,5,0,0,0,0,87
2017-09,Arkansas,2935,632,4347,6063,165,366,14508,13,23,0,36,0,0,0,0,2,1,3
2017-09,California,57839,0,37165,24581,2984,0,122569,0,0,0,0,0,0,0,0,0,0,0
2017-09,Colorado,4356,0,15751,13448,1007,1062,35624,0,0,0,0,202,46,1,0,0,0,249
2017-09,Connecticut,4343,673,4834,1993,274,0,12117,0,0,0,0,0,0,0,0,0,0,0
2017-09,Delaware,275,0,1414,1538,66,68,3361,55,34,3,92,0,0,0,1,2,0,3
2017-09,District of Columbia,1,0,56,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0
2017-09,Florida,10784,0,39199,17949,2319,1721,71972,11,9,0,20,264,28,0,0,1,0,293
2017-09,Georgia,12074,0,10933,7982,315,494,31798,17,7,0,24,0,0,0,0,0,0,0
2017-09,Hawaii,946,0,0,0,0,0,946,0,0,0,0,2,0,0,0,0,0,2
2017-09,Idaho,5162,0,3058,5241,187,205,13853,7,14,1,22,27,5,1,3,0,0,36
2017-09,Illinois,15712,71432,18290,10201,0,814,116449,0,0,0,0,0,0,0,0,0,0,0
2017-09,Indiana,18241,0,16093,11332,1123,597,47386,75,57,6,138,22,0,0,4,4,0,30
2017-09,Iowa,5847,1217,151,2640,27,1,9883,1,7,0,8,25,1,0,0,0,0,26
2017-09,Kansas,1567,3,4518,5025,306,297,11716,16,12,0,28,10,7,0,0,1,0,18
2017-09,Kentucky,378384,0,8112,7543,253,543,394835,21,19,1,41,1,1,0,2,1,0,5
2017-09,Louisiana,1827,0,10495,11573,635,776,25306,28,43,3,74,0,0,0,2,2,0,4
2017-09,Maine,783,0,3026,4220,179,186,8394,11,8,0,19,10,11,0,0,1,0,22
2017-09,Maryland,2424,0,3389,4897,168,34,10912,0,26,1,27,57,26,0,0,1,0,84
2017-09,Massachusetts,7160,0,4749,2808,449,158,15324,55,33,20,108,0,0,0,4,4,1,9
2017-09,Michigan,16571,19,8654,10676,379,163,36462,21,40,1,62,84,13,0,0,0,0,97
2017-09,Minnesota,25645,0,4862,12677,346,273,43803,13,16,0,29,14,12,1,0,1,1,29
2017-09,Mississippi,1362,0,6260,6035,206,405,14268,11,9,0,20,0,0,0,0,0,0,0
2017-09,Missouri,791,0,16993,14395,1050,991,34220,75,66,3,144,157,17,0,1,3,0,178
2017-09,Montana,1076,0,2395,4878,140,216,8705,10,21,4,35,14,1,2,2,1,0,20
2017-09,Nebraska,3036,113,110,1989,11,4,5263,0,10,0,10,5,1,0,0,0,0,6
2017-09,Nevada,1952,0,3992,2509,251,237,8941,0,0,0,0,0,0,0,0,0,0,0
2017-09,New Hampshire,2795,0,4410,3248,132,3,10588,0,4,0,4,63,3,1,0,0,0,67
2017-09,New Jersey,0,0,3985,3040,140,0,7165,0,0,0,0,0,0,0,0,0,0,0
2017-09,New Mexico,847,0,5309,4508,353,284,11301,8,5,1,14,44,0,0,0,0,0,44
2017-09,New York,2933,1164,8392,16213,998,185,29885,348,328,19,695,12,43,1,7,4,1,68
2017-09,North Carolina,19292,0,1235,11340,657,233,32757,9,40,2,51,0,0,0,0,1,0,1
2017-09,North Dakota,486,0,1359,2919,99,82,4945,8,17,2,27,0,0,0,1,0,0,1
2017-09,Ohio,8741,490,21085,14998,1202,1026,47542,58,36,4,98,18,1,0,1,1,0,21
2017-09,Oklahoma,0,0,8869,9020,741,807,19437,59,37,4,100,0,0,0,1,5,0,6
2017-09,Oregon,3774,11,11557,11773,0,7,27122,0,0,0,0,113,40,1,0,0,0,154
2017-09,Pennsylvania,23144,0,39825,13222,48,0,76239,0,0,0,0,492,92,1,0,0,0,585
2017-09,Rhode Island,0,0,907,619,70,163,1759,15,8,1,24,3,1,5,1,2,0,12
2017-09,South Carolina,9380,349,7574,6037,379,295,24014,13,10,0,23,47,2,0,0,0,0,49
2017-09,South Dakota,562,0,2020,4155,154,141,7032,3,14,0,17,0,0,0,0,0,0,0
2017-09,Tennessee,16887,0,19219,13746,1042,0,50894,0,0,0,0,47,4,0,0,0,0,51
2017-09,Texas,31390,0,39119,39416,2768,2473,115166,121,87,13,221,48,4,0,2,5,0,59
2017-09,Utah,12094,25,2840,3960,212,0,19131,0,0,0,0,125,47,16,0,0,0,188
2017-09,Vermont,0,0,1276,1591,90,80,3037,3,6,0,9,0,0,0,0,0,0,0
2017-09,Virginia,585,0,19676,15075,1100,0,36436,0,0,0,0,9,1,0,0,0,0,10
2017-09,Washington,11451,44,13292,11548,1623,587,38545,701,590,42,1333,416,85,9,5,13,1,529
2017-09,West Virginia,1668,0,5204,6161,216,387,13636,16,18,0,34,10,0,3,1,0,0,14
2017-09,Wisconsin,12224,0,10918,13133,612,43,36930,0,20,0,20,40,18,3,0,0,0,61
2017-09,Wyoming,280,11,1337,2015,61,97,3801,10,14,1,25,0,0,0,0,0,0,0
2017-08,Alabama,19733,4,6289,6045,216,311,32598,14,11,2,27,0,0,0,0,0,0,0
2017-08,Alaska,247,13,2656,3097,207,184,6404,19,36,0,55,31,23,0,0,1,0,55
2017-08,Arizona,6733,326,10864,7686,908,627,27144,17,14,1,32,95,7,0,0,0,0,102
2017-08,Arkansas,3313,957,4827,5297,220,323,14937,3,20,1,24,0,0,0,2,1,1,4
2017-08,California,59528,0,41110,26220,3058,0,129916,0,0,0,0,0,0,0,0,0,0,0
2017-08,Colorado,5219,0,16610,12925,1013,1035,36802,0,0,0,0,283,64,1,0,0,0,348
2017-08,Connecticut,5896,420,5289,1988,290,0,13883,0,0,0,0,0,0,0,0,0,0,0
2017-08,Delaware,288,0,1571,1349,94,58,3360,60,30,4,94,0,0,0,0,0,0,0
2017-08,District of Columbia,19,0,54,6,0,1,80,0,0,0,0,0,0,0,0,0,0,0
2017-08,Florida,18362,0,46682,21717,2847,2048,91656,15,5,0,20,354,53,0,0,0,0,407
2017-08,Georgia,15046,0,11719,7797,377,525,35464,18,14,1,33,0,0,0,1,0,0,1
2017-08,Hawaii,1077,0,0,0,0,0,1077,0,0,0,0,1,1,0,0,0,0,2
2017-08,Idaho,4736,1,3216,3966,186,205,12310,10,20,2,32,32,9,3,0,3,0,47
2017-08,Illinois,17053,77949,19807,11333,0,779,126921,0,0,0,0,0,0,0,0,0,0,0
2017-08,Indiana,15664,0,17271,11844,1132,698,46609,47,53,7,107,11,0,0,3,4,0,18
2017-08,Iowa,6094,1068,134,2002,21,3,9322,0,6,0,6,27,4,1,0,0,0,32
2017-08,Kansas,1642,1,5005,4743,330,330,12051,4,10,0,14,15,7,0,0,0,0,22
2017-08,Kentucky,376016,0,8039,6555,244,459,391313,22,14,2,38,5,3,0,4,0,1,13
2017-08,Louisiana,2450,0,10124,8788,632,631,22625,22,22,5,49,0,0,0,1,0,1,2
2017-08,Maine,1109,0,3019,2965,196,163,7452,21,14,0,35,10,4,1,0,1,1,17
2017-08,Maryland,2629,0,3657,4807,153,27,11273,0,21,2,23,40,14,0,3,1,0,58
2017-08,Massachusetts,8288,0,4713,2507,457,171,16136,44,36,25,105,1,0,0,3,1,0,5
2017-08,Michigan,18347,20,9849,9962,415,249,38842,14,17,0,31,88,29,0,1,1,0,119
2017-08,Minnesota,28449,0,5446,11294,418,315,45922,19,20,0,39,17,13,9,0,0,0,39
2017-08,Mississippi,1703,0,9059,7738,251,565,19316,17,7,0,24,0,0,0,1,0,0,1
2017-08,Missouri,897,0,17369,13918,1227,1027,34438,73,94,11,178,198,17,3,2,1,2,223
2017-08,Montana,1230,6,2597,4034,128,221,8216,8,9,0,17,16,4,0,1,3,0,24
2017-08,Nebraska,3180,124,109,1667,16,7,5103,0,11,0,11,9,6,0,0,0,0,15
2017-08,Nevada,1788,0,4052,2251,229,241,8561,0,0,0,0,0,0,0,0,0,0,0
2017-08,New Hampshire,2065,0,4164,2885,121,3,9238,0,3,0,3,50,1,0,0,0,0,51
2017-08,New Jersey,0,0,4238,3038,167,0,7443,0,0,0,0,0,0,0,0,0,0,0
2017-08,New Mexico,1183,0,5000,3734,396,331,10644,1,6,1,8,57,0,0,0,0,0,57
2017-08,New York,2952,1600,9159,13239,891,158,27999,380,280,12,672,18,23,1,7,9,2,60
2017-08,North Carolina,23051,0,1194,11949,649,196,37039,10,28,2,40,0,0,0,1,1,0,2
2017-08,North Dakota,444,0,1500,2567,92,65,4668,3,9,0,12,0,0,0,0,0,0,0
2017-08,Ohio,10264,565,21432,14447,1242,1034,48984,27,24,1,52,17,2,0,2,0,0,21
2017-08,Oklahoma,0,0,9732,8978,819,948,20477,52,48,5,105,0,0,0,3,0,0,3
2017-08,Oregon,3993,20,11780,8979,0,3,24775,0,0,0,0,85,42,2,0,0,0,129
2017-08,Pennsylvania,24329,0,40628,13170,78,0,78205,0,0,0,0,533,109,1,0,0,0,643
2017-08,Rhode Island,0,0,883,596,68,154,1701,7,3,0,10,0,0,1,0,1,0,2
2017-08,South Carolina,12255,2077,8268,6421,412,361,29794,22,11,0,33,56,5,0,1,0,0,62
2017-08,South Dakota,737,0,2082,3233,180,111,6343,3,4,0,7,0,0,0,0,0,0,0
2017-08,Tennessee,14548,0,19965,14204,1191,0,49908,0,0,0,0,31,4,2,0,0,0,37
2017-08,Texas,22971,0,37277,34884,2093,2474,99699,83,63,6,152,86,8,0,1,1,2,98
2017-08,Utah,15013,20,2790,3154,190,0,21167,0,0,0,0,162,45,31,0,0,0,238
2017-08,Vermont,0,0,1232,1254,94,89,2669,0,1,0,1,0,0,0,0,0,0,0
2017-08,Virginia,2220,0,20797,14926,1161,0,39104,0,0,0,0,7,3,0,0,0,0,10
2017-08,Washington,12068,51,13788,9776,1529,623,37835,760,628,29,1417,479,104,8,6,15,1,613
2017-08,West Virginia,2028,0,4946,4651,241,341,12207,25,17,0,42,18,0,3,0,0,1,22
2017-08,Wisconsin,12647,0,12749,14317,642,42,40397,0,32,0,32,33,13,0,0,0,0,46
2017-08,Wyoming,408,15,1411,1762,62,86,3744,4,4,0,8,0,0,0,0,0,0,0
2017-07,Alabama,18042,1,6046,4790,224,258,29361,12,8,0,20,0,0,0,0,0,0,0
2017-07,Alaska,222,5,2911,2458,238,180,6014,31,27,1,59,16,17,9,0,1,0,43
2017-07,Arizona,5606,126,10194,6363,999,544,23832,13,12,0,25,81,16,0,0,0,0,97
2017-07,Arkansas,2564,571,4343,3804,189,254,11725,9,17,1,27,0,0,0,0,0,0,0
2017-07,California,52610,0,37027,21721,2514,0,113872,0,0,0,0,0,0,0,0,0,0,0
2017-07,Colorado,4392,0,16063,11065,1004,1020,33544,0,0,0,0,218,49,0,0,0,0,267
2017-07,Connecticut,6387,274,5450,1771,280,0,14162,0,1,0,1,0,0,0,0,0,0,0
2017-07,Delaware,305,0,1417,1000,71,60,2853,57,22,2,81,0,0,0,0,0,0,0
2017-07,District of Columbia,19,0,44,5,0,0,68,0,0,0,0,0,0,0,0,0,0,0
2017-07,Florida,16978,0,47430,18941,2975,1844,88168,5,2,0,7,302,48,3,0,0,0,353
2017-07,Georgia,14623,0,10685,6166,365,400,32239,18,9,1,28,4,0,0,1,1,0,6
2017-07,Hawaii,1107,0,0,0,0,0,1107,0,0,0,0,0,2,0,0,0,0,2
2017-07,Idaho,4539,0,2887,3276,191,149,11042,8,14,2,24,34,14,0,0,2,0,50
2017-07,Illinois,13652,65271,18417,9895,0,765,108000,0,0,0,0,0,0,0,0,0,0,0
2017-07,Indiana,19386,0,15385,9995,950,584,46300,48,39,0,87,20,0,0,3,4,0,27
2017-07,Iowa,5099,1846,94,1649,22,4,8714,0,4,0,4,18,3,0,0,0,0,21
2017-07,Kansas,3667,3,4636,3914,325,278,12823,4,5,5,14,22,3,2,0,1,1,29
2017-07,Kentucky,374603,0,7236,5118,241,419,387617,26,25,1,52,7,2,0,0,0,1,10
2017-07,Louisiana,1930,0,9420,5992,663,575,18580,20,18,2,40,0,0,0,1,3,1,5
2017-07,Maine,390,0,2695,2259,144,122,5610,12,6,0,18,3,5,0,1,0,1,10
