month,state,permit,permit_recheck,handgun,long_gun,other,multiple,total_background_checks,private_sale_handgun,private_sale_long_gun,private_sale_other,total_private,returned_handgun,returned_long_gun,returned_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,total_returns
2009-04,Missouri,1487,,14959,11949,,840,29235,,,,,0,0,0,0,0,0,0
2009-04,Montana,962,,2467,4290,,228,7947,,,,,0,0,0,0,0,0,0
2009-04,Nebraska,3498,,14,1887,,8,5407,,,,,0,0,0,0,0,0,0
2009-04,Nevada,1425,,4693,4154,,311,10583,,,,,0,0,0,0,0,0,0
2009-04,New Hampshire,1523,,2723,2710,,3,6959,,,,,0,0,0,0,0,0,0
2009-04,New Jersey,0,,3059,1919,,81,5059,,,,,0,0,0,0,0,0,0
2009-04,New Mexico,157,,3551,3862,,304,7874,,,,,0,0,0,0,0,0,0
2009-04,New York,3191,,5407,12724,,389,21711,,,,,0,0,0,0,0,0,0
2009-04,North Carolina,19077,,200,9250,,323,28850,,,,,0,0,0,0,0,0,0
2009-04,North Dakota,1128,,1078,2285,,93,4584,,,,,0,0,0,0,0,0,0
2009-04,Ohio,0,,18925,13879,,1221,34025,,,,,0,0,0,0,0,0,0
2009-04,Oklahoma,0,,9943,8107,,773,18823,,,,,0,0,0,0,0,0,0
2009-04,Oregon,47,,7488,8956,,489,16980,,,,,0,0,0,0,0,0,0
2009-04,Pennsylvania,205,,2,59477,,122,59806,,,,,0,0,0,0,0,0,0
2009-04,Rhode Island,0,,734,579,,156,1469,,,,,0,0,0,0,0,0,0
2009-04,South Carolina,5977,,7036,3894,,267,17174,,,,,0,0,0,0,0,0,0
2009-04,South Dakota,0,,1837,3342,,131,5310,,,,,0,0,0,0,0,0,0
2009-04,Tennessee,1624,,14262,9547,,570,26003,,,,,0,0,0,0,0,0,0
2009-04,Texas,5368,,34759,27916,,2362,70405,,,,,0,0,0,0,0,0,0
2009-04,Utah,20635,,3479,3783,,155,28052,,,,,0,0,0,0,0,0,0
2009-04,Vermont,0,,820,1254,,55,2129,,,,,0,0,0,0,0,0,0
2009-04,Virginia,0,,14750,10959,,394,26103,,,,,0,0,0,0,0,0,0
2009-04,Washington,9982,,10692,9498,,766,30938,,,,,0,0,0,0,0,0,0
2009-04,West Virginia,42,,4707,5147,,340,10236,,,,,0,0,0,0,0,0,0
2009-04,Wisconsin,0,,7041,12200,,165,19406,,,,,0,0,0,0,0,0,0
2009-04,Wyoming,899,,1525,2107,,106,4637,,,,,0,0,0,0,0,0,0
2009-03,Alabama,0,,12222,12307,,738,25267,,,,,0,0,0,0,0,0,0
2009-03,Alaska,0,,2063,2564,,216,4843,,,,,0,0,0,0,0,0,0
2009-03,Arizona,3754,,9136,6920,,719,20529,,,,,0,0,0,0,0,0,0
2009-03,Arkansas,4120,,6679,6223,,289,17311,,,,,0,0,0,0,0,0,0
2009-03,California,20810,,25647,25791,,0,72248,,,,,0,0,0,0,0,0,0
2009-03,Colorado,0,,13812,13380,,4875,32067,,,,,0,0,0,0,0,0,0
2009-03,Connecticut,12767,,4862,4072,,166,21867,,,,,0,0,0,0,0,0,0
2009-03,Delaware,0,,1016,961,,54,2031,,,,,0,0,0,0,0,0,0
2009-03,District of Columbia,0,,40,0,,0,40,,,,,0,0,0,0,0,0,0
2009-03,Florida,0,,33030,19076,,1665,53771,,,,,0,0,0,0,0,0,0
2009-03,Georgia,16919,,12007,8976,,580,38482,,,,,0,0,0,0,0,0,0
2009-03,Hawaii,1086,,0,0,,0,1086,,,,,0,0,0,0,0,0,0
2009-03,Idaho,2675,,2885,4852,,226,10638,,,,,0,0,0,0,0,0,0
2009-03,Illinois,48193,,11271,12079,,523,72066,,,,,0,0,0,0,0,0,0
2009-03,Indiana,3,,13079,11272,,962,25316,,,,,0,0,0,0,0,0,0
2009-03,Iowa,8919,,62,4418,,22,13421,,,,,0,0,0,0,0,0,0
2009-03,Kansas,0,,6893,6182,,497,13572,,,,,0,0,0,0,0,0,0
2009-03,Kentucky,152669,,9861,9571,,720,172821,,,,,0,0,0,0,0,0,0
2009-03,Louisiana,0,,10781,8223,,643,19647,,,,,0,0,0,0,0,0,0
2009-03,Maine,0,,2445,2998,,203,5646,,,,,0,0,0,0,0,0,0
2009-03,Maryland,0,,5564,4027,,24,9615,,,,,0,0,0,0,0,0,0
2009-03,Massachusetts,4170,,3372,2355,,223,10120,,,,,0,0,0,0,0,0,0
2009-03,Michigan,22034,,3089,13122,,279,38524,,,,,0,0,0,0,0,0,0
2009-03,Minnesota,12861,,7683,11212,,470,32226,,,,,0,0,0,0,0,0,0
2009-03,Mississippi,254,,5391,5577,,319,11541,,,,,0,0,0,0,0,0,0
2009-03,Missouri,1471,,18212,14060,,1034,34777,,,,,0,0,0,0,0,0,0
2009-03,Montana,998,,2914,4365,,284,8561,,,,,0,0,0,0,0,0,0
2009-03,Nebraska,3629,,10,2343,,18,6000,,,,,0,0,0,0,0,0,0
2009-03,Nevada,1156,,5254,4424,,311,11145,,,,,0,0,0,0,0,0,0
2009-03,New Hampshire,1715,,2819,2824,,8,7366,,,,,0,0,0,0,0,0,0
2009-03,New Jersey,0,,3011,2150,,103,5264,,,,,0,0,0,0,0,0,0
2009-03,New Mexico,636,,4384,4491,,366,9877,,,,,0,0,0,0,0,0,0
2009-03,New York,3443,,5447,13506,,378,22774,,,,,0,0,0,0,0,0,0
2009-03,North Carolina,22455,,265,12004,,391,35115,,,,,0,0,0,0,0,0,0
2009-03,North Dakota,476,,1033,2134,,75,3718,,,,,0,0,0,0,0,0,0
2009-03,Ohio,0,,22991,15972,,1474,40437,,,,,0,0,0,0,0,0,0
2009-03,Oklahoma,0,,10104,8493,,790,19387,,,,,0,0,0,0,0,0,0
2009-03,Oregon,151,,9003,11134,,618,20906,,,,,0,0,0,0,0,0,0
2009-03,Pennsylvania,282,,4,69206,,182,69674,,,,,0,0,0,0,0,0,0
2009-03,Rhode Island,0,,781,621,,155,1557,,,,,0,0,0,0,0,0,0
2009-03,South Carolina,4718,,8144,5443,,320,18625,,,,,0,0,0,0,0,0,0
2009-03,South Dakota,0,,1944,3512,,119,5575,,,,,0,0,0,0,0,0,0
2009-03,Tennessee,4698,,17333,12230,,638,34899,,,,,0,0,0,0,0,0,0
2009-03,Texas,22322,,39711,30837,,2779,95649,,,,,0,0,0,0,0,0,0
2009-03,Utah,9925,,3825,4437,,215,18402,,,,,0,0,0,0,0,0,0
2009-03,Vermont,0,,1057,1324,,75,2456,,,,,0,0,0,0,0,0,0
2009-03,Virginia,0,,15879,12574,,470,28923,,,,,0,0,0,0,0,0,0
2009-03,Washington,9768,,12231,11231,,981,34211,,,,,0,0,0,0,0,0,0
2009-03,West Virginia,0,,5468,5967,,363,11798,,,,,0,0,0,0,0,0,0
2009-03,Wisconsin,0,,8549,15092,,28,23669,,,,,0,0,0,0,0,0,0
2009-03,Wyoming,842,,1900,2447,,114,5303,,,,,0,0,0,0,0,0,0
2009-02,Alabama,0,,13196,12349,,765,26310,,,,,0,0,0,0,0,0,0
2009-02,Alaska,0,,1927,2192,,225,4344,,,,,0,0,0,0,0,0,0
2009-02,Arizona,3340,,9097,6842,,627,19906,,,,,0,0,0,0,0,0,0
2009-02,Arkansas,3456,,7254,6875,,450,18035,,,,,0,0,0,0,0,0,0
2009-02,California,20599,,21699,20438,,0,62736,,,,,0,0,0,0,0,0,0
2009-02,Colorado,0,,12676,11917,,4596,29189,,,,,0,0,0,0,0,0,0
2009-02,Connecticut,10969,,4552,3581,,157,19259,,,,,0,0,0,0,0,0,0
2009-02,Delaware,0,,1050,793,,43,1886,,,,,0,0,0,0,0,0,0
2009-02,District of Columbia,0,,40,0,,0,40,,,,,0,0,0,0,0,0,0
2009-02,Florida,0,,31718,18854,,1417,51989,,,,,0,0,0,0,0,0,0
2009-02,Georgia,15704,,14544,9694,,692,40634,,,,,0,0,0,0,0,0,0
2009-02,Hawaii,792,,0,0,,0,792,,,,,0,0,0,0,0,0,0
2009-02,Idaho,2009,,2716,3887,,229,8841,,,,,0,0,0,0,0,0,0
2009-02,Illinois,39158,,9434,9809,,537,58938,,,,,0,0,0,0,0,0,0
2009-02,Indiana,7,,12371,10320,,756,23454,,,,,0,0,0,0,0,0,0
2009-02,Iowa,7450,,39,3526,,15,11030,,,,,0,0,0,0,0,0,0
2009-02,Kansas,0,,6095,5784,,493,12372,,,,,0,0,0,0,0,0,0
2009-02,Kentucky,148056,,10137,9677,,902,168772,,,,,0,0,0,0,0,0,0
2009-02,Louisiana,0,,10891,8192,,571,19654,,,,,0,0,0,0,0,0,0
2009-02,Maine,0,,1965,2301,,160,4426,,,,,0,0,0,0,0,0,0
2009-02,Maryland,0,,4732,4308,,26,9066,,,,,0,0,0,0,0,0,0
2009-02,Massachusetts,3518,,2790,1723,,198,8229,,,,,0,0,0,0,0,0,0
2009-02,Michigan,18315,,2616,10944,,255,32130,,,,,0,0,0,0,0,0,0
2009-02,Minnesota,8984,,5961,7939,,338,23222,,,,,0,0,0,0,0,0,0
2009-02,Mississippi,282,,6683,6465,,416,13846,,,,,0,0,0,0,0,0,0
2009-02,Missouri,1076,,17405,13693,,1053,33227,,,,,0,0,0,0,0,0,0
2009-02,Montana,847,,2427,3740,,258,7272,,,,,0,0,0,0,0,0,0
2009-02,Nebraska,3178,,10,2141,,13,5342,,,,,0,0,0,0,0,0,0
2009-02,Nevada,1041,,4777,3495,,323,9636,,,,,0,0,0,0,0,0,0
2009-02,New Hampshire,1044,,2567,2285,,1,5897,,,,,0,0,0,0,0,0,0
2009-02,New Jersey,0,,2444,1799,,94,4337,,,,,0,0,0,0,0,0,0
2009-02,New Mexico,374,,4453,4332,,345,9504,,,,,0,0,0,0,0,0,0
2009-02,New York,2378,,4576,11605,,337,18896,,,,,0,0,0,0,0,0,0
2009-02,North Carolina,21758,,317,13072,,489,35636,,,,,0,0,0,0,0,0,0
2009-02,North Dakota,350,,1043,2042,,79,3514,,,,,0,0,0,0,0,0,0
2009-02,Ohio,0,,21117,14200,,1540,36857,,,,,0,0,0,0,0,0,0
2009-02,Oklahoma,0,,11205,8972,,889,21066,,,,,0,0,0,0,0,0,0
2009-02,Oregon,29,,7981,9473,,580,18063,,,,,0,0,0,0,0,0,0
2009-02,Pennsylvania,203,,0,57150,,191,57544,,,,,0,0,0,0,0,0,0
2009-02,Rhode Island,0,,671,551,,133,1355,,,,,0,0,0,0,0,0,0
2009-02,South Carolina,3390,,9482,5907,,384,19163,,,,,0,0,0,0,0,0,0
2009-02,South Dakota,0,,1767,3402,,124,5293,,,,,0,0,0,0,0,0,0
2009-02,Tennessee,2027,,18514,12519,,741,33801,,,,,0,0,0,0,0,0,0
2009-02,Texas,9276,,42121,31716,,2854,85967,,,,,0,0,0,0,0,0,0
2009-02,Utah,7240,,4319,4384,,194,16137,,,,,0,0,0,0,0,0,0
2009-02,Vermont,0,,1050,1182,,82,2314,,,,,0,0,0,0,0,0,0
2009-02,Virginia,0,,16705,12591,,467,29763,,,,,0,0,0,0,0,0,0
2009-02,Washington,8783,,11418,10296,,835,31332,,,,,0,0,0,0,0,0,0
2009-02,West Virginia,0,,5511,5859,,445,11815,,,,,0,0,0,0,0,0,0
2009-02,Wisconsin,0,,6283,10441,,6,16730,,,,,0,0,0,0,0,0,0
2009-02,Wyoming,542,,1701,2272,,124,4639,,,,,0,0,0,0,0,0,0
2009-01,Alabama,0,,12280,12563,,777,25620,,,,,0,0,0,0,0,0,0
2009-01,Alaska,0,,1783,1959,,217,3959,,,,,0,0,0,0,0,0,0
2009-01,Arizona,3329,,8304,6642,,563,18838,,,,,0,0,0,0,0,0,0
2009-01,Arkansas,2839,,5567,6446,,365,15217,,,,,0,0,0,0,0,0,0
2009-01,California,29229,,21603,21205,,0,72037,,,,,0,0,0,0,0,0,0
2009-01,Colorado,1,,12325,11576,,4291,28193,,,,,0,0,0,0,0,0,0
2009-01,Connecticut,10731,,4130,3506,,151,18518,,,,,0,0,0,0,0,0,0
2009-01,Delaware,0,,971,848,,41,1860,,,,,0,0,0,0,0,0,0
2009-01,District of Columbia,0,,33,1,,0,34,,,,,0,0,0,0,0,0,0
2009-01,Florida,0,,29351,18574,,1384,49309,,,,,0,0,0,0,0,0,0
2009-01,Georgia,15218,,11415,9324,,543,36500,,,,,0,0,0,0,0,0,0
2009-01,Hawaii,894,,0,0,,0,894,,,,,0,0,0,0,0,0,0
2009-01,Idaho,1940,,2404,3506,,219,8069,,,,,0,0,0,0,0,0,0
2009-01,Illinois,43131,,9012,9485,,440,62068,,,,,0,0,0,0,0,0,0
2009-01,Indiana,0,,11648,10284,,790,22722,,,,,0,0,0,0,0,0,0
2009-01,Iowa,8498,,35,3305,,33,11871,,,,,0,0,0,0,0,0,0
2009-01,Kansas,0,,6488,6418,,471,13377,,,,,0,0,0,0,0,0,0
2009-01,Kentucky,145120,,8922,8631,,875,163548,,,,,0,0,0,0,0,0,0
2009-01,Louisiana,0,,9366,10487,,584,20437,,,,,0,0,0,0,0,0,0
2009-01,Maine,0,,1721,2195,,116,4032,,,,,0,0,0,0,0,0,0
2009-01,Maryland,0,,4456,4108,,14,8578,,,,,0,0,0,0,0,0,0
2009-01,Massachusetts,4421,,2570,1820,,149,8960,,,,,0,0,0,0,0,0,0
2009-01,Michigan,17672,,2403,9604,,221,29900,,,,,0,0,0,0,0,0,0
2009-01,Minnesota,9279,,5561,7035,,375,22250,,,,,0,0,0,0,0,0,0
2009-01,Mississippi,230,,5456,7611,,349,13646,,,,,0,0,0,0,0,0,0
2009-01,Missouri,1015,,15627,12613,,939,30194,,,,,0,0,0,0,0,0,0
2009-01,Montana,863,,2056,3049,,244,6212,,,,,0,0,0,0,0,0,0
2009-01,Nebraska,3215,,8,2366,,12,5601,,,,,0,0,0,0,0,0,0
2009-01,Nevada,1209,,4663,3623,,294,9789,,,,,0,0,0,0,0,0,0
2009-01,New Hampshire,1411,,2444,2279,,15,6149,,,,,0,0,0,0,0,0,0
2009-01,New Jersey,0,,2216,1915,,85,4216,,,,,0,0,0,0,0,0,0
2009-01,New Mexico,538,,3759,3966,,299,8562,,,,,0,0,0,0,0,0,0
2009-01,New York,2514,,4512,11128,,222,18376,,,,,0,0,0,0,0,0,0
2009-01,North Carolina,21064,,268,13042,,413,34787,,,,,0,0,0,0,0,0,0
2009-01,North Dakota,282,,888,2140,,64,3374,,,,,0,0,0,0,0,0,0
2009-01,Ohio,0,,17698,12963,,1254,31915,,,,,0,0,0,0,0,0,0
2009-01,Oklahoma,0,,9907,8648,,814,19369,,,,,0,0,0,0,0,0,0
2009-01,Oregon,100,,7610,8616,,473,16799,,,,,0,0,0,0,0,0,0
2009-01,Pennsylvania,222,,0,54359,,114,54695,,,,,0,0,0,0,0,0,0
2009-01,Rhode Island,0,,642,506,,139,1287,,,,,0,0,0,0,0,0,0
2009-01,South Carolina,3143,,7516,5355,,308,16322,,,,,0,0,0,0,0,0,0
2009-01,South Dakota,0,,1689,3345,,141,5175,,,,,0,0,0,0,0,0,0
2009-01,Tennessee,2224,,16542,12075,,664,31505,,,,,0,0,0,0,0,0,0
2009-01,Texas,6031,,36799,33028,,2554,78412,,,,,0,0,0,0,0,0,0
2009-01,Utah,19495,,4608,4488,,218,28809,,,,,0,0,0,0,0,0,0
2009-01,Vermont,0,,726,832,,61,1619,,,,,0,0,0,0,0,0,0
2009-01,Virginia,0,,14276,12469,,388,27133,,,,,0,0,0,0,0,0,0
2009-01,Washington,8578,,10586,9757,,826,29747,,,,,0,0,0,0,0,0,0
2009-01,West Virginia,0,,4401,5499,,407,10307,,,,,0,0,0,0,0,0,0
2009-01,Wisconsin,0,,5678,8160,,9,13847,,,,,0,0,0,0,0,0,0
2009-01,Wyoming,461,,1666,2011,,99,4237,,,,,0,0,0,0,0,0,0
2008-12,Alabama,0,,15385,26683,,818,42886,,,,,0,0,0,0,0,0,0
2008-12,Alaska,0,,2712,3796,,271,6779,,,,,0,0,0,0,0,0,0
2008-12,Arizona,3210,,10123,10513,,685,24531,,,,,0,0,0,0,0,0,0
2008-12,Arkansas,2914,,7059,14108,,329,24410,,,,,0,0,0,0,0,0,0
2008-12,California,27135,,24309,26068,,0,77512,,,,,0,0,0,0,0,0,0
2008-12,Colorado,0,,14749,17812,,3055,35616,,,,,0,0,0,0,0,0,0
2008-12,Connecticut,8651,,3747,4425,,116,16939,,,,,0,0,0,0,0,0,0
2008-12,Delaware,0,,978,1581,,81,2640,,,,,0,0,0,0,0,0,0
2008-12,District of Columbia,0,,44,0,,0,44,,,,,0,0,0,0,0,0,0
2008-12,Florida,0,,33392,29358,,1451,64201,,,,,0,0,0,0,0,0,0
2008-12,Georgia,13885,,14062,21198,,713,49858,,,,,0,0,0,0,0,0,0
2008-12,Hawaii,1048,,0,0,,0,1048,,,,,0,0,0,0,0,0,0
2008-12,Idaho,1939,,3165,5862,,175,11141,,,,,0,0,0,0,0,0,0
2008-12,Illinois,45910,,9701,13434,,581,69626,,,,,0,0,0,0,0,0,0
2008-12,Indiana,0,,11452,16061,,650,28163,,,,,0,0,0,0,0,0,0
2008-12,Iowa,8003,,51,6248,,26,14328,,,,,0,0,0,0,0,0,0
2008-12,Kansas,0,,6395,10157,,494,17046,,,,,0,0,0,0,0,0,0
2008-12,Kentucky,135943,,11915,18364,,803,167025,,,,,0,0,0,0,0,0,0
2008-12,Louisiana,0,,13354,25588,,659,39601,,,,,0,0,0,0,0,0,0
2008-12,Maine,0,,1814,3503,,148,5465,,,,,0,0,0,0,0,0,0
2008-12,Maryland,0,,4756,6398,,16,11170,,,,,0,0,0,0,0,0,0
2008-12,Massachusetts,4527,,2369,2119,,174,9189,,,,,0,0,0,0,0,0,0
2008-12,Michigan,19454,,2411,16079,,222,38166,,,,,0,0,0,0,0,0,0
2008-12,Minnesota,7340,,5993,10590,,359,24282,,,,,0,0,0,0,0,0,0
2008-12,Mississippi,244,,6655,19709,,463,27071,,,,,0,0,0,0,0,0,0
2008-12,Missouri,926,,17072,20694,,1014,39706,,,,,0,0,0,0,0,0,0
2008-12,Montana,644,,2561,5621,,191,9017,,,,,0,0,0,0,0,0,0
2008-12,Nebraska,3708,,19,4946,,6,8679,,,,,0,0,0,0,0,0,0
2008-12,Nevada,1137,,5944,5638,,382,13101,,,,,0,0,0,0,0,0,0
2008-12,New Hampshire,1339,,2292,2504,,11,6146,,,,,0,0,0,0,0,0,0
2008-12,New Jersey,0,,1834,2694,,90,4618,,,,,0,0,0,0,0,0,0
2008-12,New Mexico,524,,4884,6680,,317,12405,,,,,0,0,0,0,0,0,0
2008-12,New York,2526,,4197,16496,,225,23444,,,,,0,0,0,0,0,0,0
2008-12,North Carolina,20371,,336,26690,,294,47691,,,,,0,0,0,0,0,0,0
2008-12,North Dakota,270,,1003,3094,,48,4415,,,,,0,0,0,0,0,0,0
2008-12,Ohio,0,,20128,22613,,1121,43862,,,,,0,0,0,0,0,0,0
2008-12,Oklahoma,0,,11529,15720,,800,28049,,,,,0,0,0,0,0,0,0
2008-12,Oregon,66,,7731,12699,,418,20914,,,,,0,0,0,0,0,0,0
2008-12,Pennsylvania,224,,1,67572,,94,67891,,,,,0,0,0,0,0,0,0
2008-12,Rhode Island,0,,630,608,,135,1373,,,,,0,0,0,0,0,0,0
2008-12,South Carolina,2556,,9029,11739,,326,23650,,,,,0,0,0,0,0,0,0
2008-12,South Dakota,0,,1984,5447,,140,7571,,,,,0,0,0,0,0,0,0
2008-12,Tennessee,31,,19508,21338,,699,41576,,,,,0,0,0,0,0,0,0
2008-12,Texas,9000,,48954,67663,,3012,128629,,,,,0,0,0,0,0,0,0
2008-12,Utah,5101,,5548,9077,,269,19995,,,,,0,0,0,0,0,0,0
2008-12,Vermont,0,,731,1261,,53,2045,,,,,0,0,0,0,0,0,0
2008-12,Virginia,0,,16273,21184,,529,37986,,,,,0,0,0,0,0,0,0
2008-12,Washington,9102,,10945,13248,,679,33974,,,,,0,0,0,0,0,0,0
2008-12,West Virginia,0,,5839,11244,,346,17429,,,,,0,0,0,0,0,0,0
2008-12,Wisconsin,0,,6296,11967,,20,18283,,,,,0,0,0,0,0,0,0
2008-12,Wyoming,389,,2277,3567,,144,6377,,,,,0,0,0,0,0,0,0
2008-11,Alabama,5,,13329,21562,,861,35757,,,,,0,0,0,0,0,0,0
2008-11,Alaska,0,,2938,4422,,373,7733,,,,,0,0,0,0,0,0,0
2008-11,Arizona,2816,,8851,9306,,658,21631,,,,,0,0,0,0,0,0,0
2008-11,Arkansas,2087,,5997,12778,,371,21233,,,,,0,0,0,0,0,0,0
2008-11,California,23154,,23123,26912,,0,73189,,,,,0,0,0,0,0,0,0
2008-11,Colorado,0,,16668,19911,,3219,39798,,,,,0,0,0,0,0,0,0
2008-11,Connecticut,6571,,3829,5384,,151,15935,,,,,0,0,0,0,0,0,0
2008-11,Delaware,0,,914,1524,,74,2512,,,,,0,0,0,0,0,0,0
2008-11,District of Columbia,0,,54,0,,1,55,,,,,0,0,0,0,0,0,0
2008-11,Florida,0,,33870,28509,,1802,64181,,,,,0,0,0,0,0,0,0
2008-11,Georgia,12954,,12723,16897,,734,43308,,,,,0,0,0,0,0,0,0
2008-11,Hawaii,989,,0,0,,0,989,,,,,0,0,0,0,0,0,0
2008-11,Idaho,1766,,3038,5774,,241,10819,,,,,0,0,0,0,0,0,0
2008-11,Illinois,40567,,8864,14439,,667,64537,,,,,0,0,0,0,0,0,0
2008-11,Indiana,0,,10541,18501,,718,29760,,,,,0,0,0,0,0,0,0
2008-11,Iowa,6159,,41,6829,,27,13056,,,,,0,0,0,0,0,0,0
2008-11,Kansas,0,,6259,10554,,591,17404,,,,,0,0,0,0,0,0,0
2008-11,Kentucky,141522,,9095,15827,,844,167288,,,,,0,0,0,0,0,0,0
2008-11,Louisiana,0,,12756,22360,,827,35943,,,,,0,0,0,0,0,0,0
2008-11,Maine,0,,1822,4237,,142,6201,,,,,0,0,0,0,0,0,0
2008-11,Maryland,0,,5513,7892,,10,13415,,,,,0,0,0,0,0,0,0
2008-11,Massachusetts,4272,,2503,2857,,141,9773,,,,,0,0,0,0,0,0,0
2008-11,Michigan,17398,,2451,20847,,248,40944,,,,,0,0,0,0,0,0,0
2008-11,Minnesota,8181,,5060,14371,,371,27983,,,,,0,0,0,0,0,0,0
2008-11,Mississippi,247,,6874,16844,,482,24447,,,,,0,0,0,0,0,0,0
2008-11,Missouri,629,,15195,21263,,980,38067,,,,,0,0,0,0,0,0,0
2008-11,Montana,592,,2394,5508,,260,8754,,,,,0,0,0,0,0,0,0
2008-11,Nebraska,3128,,18,4819,,8,7973,,,,,0,0,0,0,0,0,0
2008-11,Nevada,644,,6018,5938,,453,13053,,,,,0,0,0,0,0,0,0
2008-11,New Hampshire,1548,,2853,3486,,12,7899,,,,,0,0,0,0,0,0,0
2008-11,New Jersey,0,,1658,3219,,77,4954,,,,,0,0,0,0,0,0,0
2008-11,New Mexico,203,,4730,5813,,370,11116,,,,,0,0,0,0,0,0,0
2008-11,New York,2175,,3823,20863,,187,27048,,,,,0,0,0,0,0,0,0
2008-11,North Carolina,17444,,276,23861,,268,41849,,,,,0,0,0,0,0,0,0
2008-11,North Dakota,221,,979,3822,,69,5091,,,,,0,0,0,0,0,0,0
2008-11,Ohio,0,,21284,28183,,1626,51093,,,,,0,0,0,0,0,0,0
2008-11,Oklahoma,0,,12083,15797,,1118,28998,,,,,0,0,0,0,0,0,0
2008-11,Oregon,89,,8973,12936,,638,22636,,,,,0,0,0,0,0,0,0
2008-11,Pennsylvania,482,,0,78173,,171,78826,,,,,0,0,0,0,0,0,0
2008-11,Rhode Island,0,,709,738,,171,1618,,,,,0,0,0,0,0,0,0
2008-11,South Carolina,2336,,11372,11993,,465,26166,,,,,0,0,0,0,0,0,0
2008-11,South Dakota,0,,1569,5559,,137,7265,,,,,0,0,0,0,0,0,0
2008-11,Tennessee,0,,18184,19871,,899,38954,,,,,0,0,0,0,0,0,0
2008-11,Texas,9041,,50641,60497,,3784,123963,,,,,0,0,0,0,0,0,0
2008-11,Utah,2801,,5375,7606,,301,16083,,,,,0,0,0,0,0,0,0
2008-11,Vermont,0,,687,1673,,57,2417,,,,,0,0,0,0,0,0,0
2008-11,Virginia,0,,16688,21895,,658,39241,,,,,0,0,0,0,0,0,0
2008-11,Washington,7880,,11988,15191,,803,35862,,,,,0,0,0,0,0,0,0
2008-11,West Virginia,0,,4442,11499,,377,16318,,,,,0,0,0,0,0,0,0
2008-11,Wisconsin,0,,6604,16946,,19,23569,,,,,0,0,0,0,0,0,0
2008-11,Wyoming,310,,2259,3134,,144,5847,,,,,0,0,0,0,0,0,0
2008-10,Alabama,18,,8671,12052,,516,21257,,,,,0,0,0,0,0,0,0
2008-10,Alaska,0,,2006,3502,,174,5682,,,,,0,0,0,0,0,0,0
2008-10,Arizona,2941,,5815,5790,,366,14912,,,,,0,0,0,0,0,0,0
2008-10,Arkansas,2496,,3899,9028,,283,15706,,,,,0,0,0,0,0,0,0
2008-10,California,29299,,17782,18270,,0,65351,,,,,0,0,0,0,0,0,0
2008-10,Colorado,0,,9892,13220,,3003,26115,,,,,0,0,0,0,0,0,0
2008-10,Connecticut,6861,,3151,3664,,81,13757,,,,,0,0,0,0,0,0,0
2008-10,Delaware,0,,680,997,,39,1716,,,,,0,0,0,0,0,0,0
2008-10,District of Columbia,0,,47,1,,1,49,,,,,0,0,0,0,0,0,0
2008-10,Florida,0,,23978,17396,,1139,42513,,,,,0,0,0,0,0,0,0
2008-10,Georgia,10924,,8650,11675,,466,31715,,,,,0,0,0,0,0,0,0
2008-10,Hawaii,835,,0,0,,0,835,,,,,0,0,0,0,0,0,0
2008-10,Idaho,1410,,1706,4582,,135,7833,,,,,0,0,0,0,0,0,0
2008-10,Illinois,40120,,6422,9829,,413,56784,,,,,0,0,0,0,0,0,0
2008-10,Indiana,0,,8106,11693,,353,20152,,,,,0,0,0,0,0,0,0
2008-10,Iowa,5944,,23,4906,,7,10880,,,,,0,0,0,0,0,0,0
2008-10,Kansas,0,,4258,6835,,307,11400,,,,,0,0,0,0,0,0,0
2008-10,Kentucky,140346,,6343,10872,,594,158155,,,,,0,0,0,0,0,0,0
2008-10,Louisiana,0,,7580,17167,,412,25159,,,,,0,0,0,0,0,0,0
2008-10,Maine,0,,1695,5625,,120,7440,,,,,0,0,0,0,0,0,0
2008-10,Maryland,0,,3202,5118,,7,8327,,,,,0,0,0,0,0,0,0
2008-10,Massachusetts,4627,,1953,1971,,78,8629,,,,,0,0,0,0,0,0,0
2008-10,Michigan,17872,,2181,15751,,126,35930,,,,,0,0,0,0,0,0,0
2008-10,Minnesota,8193,,4219,16992,,195,29599,,,,,0,0,0,0,0,0,0
2008-10,Mississippi,232,,4480,8741,,292,13745,,,,,0,0,0,0,0,0,0
2008-10,Missouri,634,,11515,16302,,581,29032,,,,,0,0,0,0,0,0,0
2008-10,Montana,603,,1714,6232,,217,8766,,,,,0,0,0,0,0,0,0
2008-10,Nebraska,2353,,4,3507,,5,5869,,,,,0,0,0,0,0,0,0
2008-10,Nevada,545,,4082,3554,,266,8447,,,,,0,0,0,0,0,0,0
2008-10,New Hampshire,1280,,2156,3112,,16,6564,,,,,0,0,0,0,0,0,0
2008-10,New Jersey,0,,1622,2232,,70,3924,,,,,0,0,0,0,0,0,0
2008-10,New Mexico,302,,3462,4224,,196,8184,,,,,0,0,0,0,0,0,0
2008-10,New York,2445,,3862,16464,,72,22843,,,,,0,0,0,0,0,0,0
2008-10,North Carolina,12785,,188,14200,,161,27334,,,,,0,0,0,0,0,0,0
2008-10,North Dakota,301,,718,5091,,44,6154,,,,,0,0,0,0,0,0,0
2008-10,Ohio,0,,13552,15219,,775,29546,,,,,0,0,0,0,0,0,0
